Label,PSD_bin_1,PSD_bin_2,PSD_bin_3,PSD_bin_4,PSD_bin_5,PSD_bin_6,PSD_bin_7,PSD_bin_8,PSD_bin_9,PSD_bin_10,PSD_bin_11,PSD_bin_12,PSD_bin_13,PSD_bin_14,PSD_bin_15,PSD_bin_16,PSD_bin_17,PSD_bin_18,PSD_bin_19,PSD_bin_20,PSD_bin_21,PSD_bin_22,PSD_bin_23,PSD_bin_24,PSD_bin_25,PSD_bin_26,PSD_bin_27,PSD_bin_28,PSD_bin_29,PSD_bin_30
LTE,0.4649250942642342,0.5328468724502546,0.433404595825416,0.5252826070350836,0.5061954221291851,0.5336283281007267,0.4864155502820725,0.4128917153537522,0.5650864607841016,0.4144061587786253,0.5443083561329608,0.4288712503419172,0.3787946843917297,0.5889429314602046,0.4768394053430874,0.4453773528151388,0.5564394484635099,0.5408003866318319,0.5457779764306189,0.5307781554664729,0.6124740413168759,0.4799329373736068,0.4312022443341741,0.3823643928233893,0.4898955029890282,0.4994243707138341,0.4952069023020607,0.5527851431417148,0.426440818791686,0.5633224319879642
LTE,0.5002412587549112,0.549410303923952,0.4368634076964279,0.516144266929175,0.5183158875665159,0.4786594332699886,0.5268388459922098,0.4959393700976779,0.5532855790659402,0.5487188610602777,0.4831852881531621,0.5134593298617259,0.4192855522040714,0.5447400096715075,0.5256232950436739,0.5168473164389171,0.5244760081987406,0.5541814204116325,0.5065890856171121,0.4632208282960287,0.5161116362560579,0.5624839252721229,0.5764080888937726,0.4649010425236278,0.5256141269131624,0.4538918844668396,0.5671182867097415,0.5146870678929725,0.5278714365151379,0.4644647023461342
LTE,0.5000561011689045,0.4820298964448709,0.4892219937721134,0.4997260352402033,0.4597359423336705,0.5289334574532484,0.5557451610583564,0.5062798840162058,0.5516153212692626,0.5722764966631153,0.5168761916248401,0.5290180232816847,0.5669884209107035,0.5280536819044472,0.5771198444511759,0.5052515359456355,0.5235341267696227,0.4894348706365836,0.5874621347933949,0.491348588648116,0.3986153178225035,0.5064736293584801,0.4682122418494334,0.4617941560549731,0.5633653101081365,0.5398687364516402,0.3917994448317095,0.6058432410084779,0.5496146212671091,0.4282376964638279
LTE,0.5283172833225397,0.5859128548892817,0.4722718872915085,0.4541866650342258,0.5226441984132228,0.4970365045706452,0.5142075922434828,0.4346128898677072,0.4906393265978209,0.4668763791535684,0.5881871233776761,0.5122341581373087,0.5451519393298794,0.5379731446906351,0.5732400881121357,0.4974438062607015,0.5140861204473937,0.4611374693737879,0.5182007872252796,0.5120311590248282,0.5552012147650651,0.5589080067151301,0.4795382130699067,0.4714312342689172,0.4406508767360955,0.5057167181775605,0.5780584269099187,0.5049176305389314,0.4781665299664175,0.4599919476247466
LTE,0.4911838939729966,0.4866553902586633,0.5225151405651327,0.4436577134311908,0.529496433799517,0.4234896454358835,0.5424035612338028,0.4867321638023511,0.4449659684312152,0.5533766388118171,0.5138512404746918,0.5065653662902209,0.4777562940192053,0.5701145121108918,0.541627524354714,0.4529391678858849,0.4031147108269933,0.5860595562285262,0.4447419445707954,0.5501449846777025,0.4793623204338822,0.4886910482952374,0.4794190469846836,0.4998432160468656,0.5276814305115373,0.4974330018711472,0.4258753264689385,0.4951812298627739,0.4124597665963661,0.5276474398335841
LTE,0.4876985386811667,0.54810535480594,0.5378527680531409,0.5023969263018997,0.479195624129256,0.4041675506812168,0.4633531622203384,0.4748019656588571,0.4588715865291973,0.3964478463333767,0.4897107149328457,0.4189098249088787,0.4960083427331458,0.4386637902710986,0.576284348906069,0.4796000740182258,0.5349647705389865,0.5793418593834287,0.4680007278906327,0.5330157987735998,0.4782211968383263,0.4985199182689859,0.4450783255581942,0.4471496913376315,0.4704222637063587,0.5511680794622663,0.4713411758133545,0.4849283631004318,0.4514010210706626,0.635371823780914
LTE,0.5178197492855784,0.4370164135946269,0.4512270782845553,0.5240289400504403,0.5699207863693015,0.4873531468658365,0.5570558139279379,0.5077799039074022,0.5604110498252187,0.5078966729951144,0.5774368808505747,0.5259849697139785,0.5213635938153364,0.4872863552164664,0.5444665188646494,0.4898129308211439,0.5348027093223285,0.4582935747783707,0.4564227709075854,0.5228575887617468,0.5938111616171484,0.5717956677311785,0.4708327021913501,0.5040277286941506,0.5603091263956986,0.4936389413708755,0.5426092461140992,0.531147495856295,0.4632328489315142,0.5182572065519794
LTE,0.5866831454773784,0.4994009122365198,0.4538446896433844,0.4345073344303039,0.4976088015088531,0.5972708244545327,0.5360035992736774,0.4416126985118299,0.6166910057305809,0.5175091680644585,0.4748861363532626,0.4645004233287745,0.434471656923442,0.5303677132297925,0.548477871759909,0.5200340994330143,0.5319472671511283,0.4845687800284704,0.3737237911059314,0.4251860460662093,0.5063944733463772,0.4917988727116155,0.4681245476187131,0.626590423142097,0.5729182496663818,0.5090178572125218,0.4832987106491497,0.4070659551989714,0.5127222388018711,0.5448777481273068
LTE,0.4713858845833487,0.5436774002905703,0.4262204877770789,0.4313151126067974,0.4237515781801222,0.5482110473429159,0.4845815479228448,0.6025120748549266,0.5067043203534597,0.5261424733484557,0.5004137403285579,0.4436415284554554,0.4900393421274377,0.4684398358582388,0.541771507248457,0.4869322871208786,0.4407524245798064,0.5314750613214404,0.5139129609173861,0.4366025187677554,0.4411883325165057,0.5413552250882788,0.4953355062252105,0.4655055826145524,0.4434184746592813,0.539126250692076,0.4495075689156007,0.4520537078013578,0.4626209617259808,0.5116656880842692
LTE,0.4833939790892456,0.5993459429845958,0.4809485574423463,0.4315927593993104,0.4882170154264888,0.5282324143941666,0.4607722231855582,0.4994162920923794,0.5165151902448631,0.4076609784539314,0.5361272535760474,0.5121975417129826,0.461562177247434,0.4479199946577419,0.5498795376591615,0.6026653445963872,0.4512262064297248,0.5848262087633115,0.4762522225053049,0.4378353017785388,0.5768075024401502,0.5294439534466459,0.4597065400555313,0.458884440749429,0.5771464238397384,0.4981286193151499,0.4682406124476466,0.562387010078692,0.5415146100527451,0.4936301017927201
LTE,0.470979228818507,0.5205735401096165,0.545717590896675,0.5182771850132902,0.4519171930705734,0.5274292709227945,0.5016055405580855,0.5095279357778176,0.4681813420707813,0.5388584124134128,0.5026764722809623,0.4661283170157957,0.4710996534865401,0.3869223885203579,0.3884619160294069,0.458834677099983,0.5076120972600557,0.5611624352989036,0.5007179698846982,0.4773328312021717,0.4937527128111345,0.486428489001941,0.5335966202846825,0.5583296400722335,0.3903313004008044,0.5252266385767592,0.4596755673836304,0.4224780735172984,0.5200475711347451,0.5535304262794472
LTE,0.4900606634288745,0.5235169172205321,0.5501617263213447,0.4491314488987554,0.5852575025638324,0.5254585419982423,0.5163287205263041,0.4864139009785408,0.5204314501474427,0.5089875681936099,0.4867487242954968,0.4058924358618891,0.4981417624356208,0.4945487227005044,0.495515785322788,0.4923516473911632,0.4949009738564717,0.5506478278242594,0.6375669718961665,0.5065091729106463,0.4576051971876989,0.5102098132652307,0.4065957896793184,0.5039067229617884,0.582071847687257,0.4726632084059303,0.4430101118964742,0.5649289375151325,0.4669099952833498,0.5420974514715242
LTE,0.485595191872932,0.5048526647757403,0.5024629327617623,0.3948974747328078,0.5010119667226385,0.4974941330571963,0.5198215724052717,0.5054744456264627,0.560628540880868,0.4025456922741539,0.6396323703214672,0.5254126259720866,0.5776859097572092,0.4472129074114302,0.567178786851846,0.5270180504646088,0.4816916482331896,0.4907931907029046,0.545572304983457,0.5777082669231488,0.4135498573989909,0.4628073157728819,0.4153828721764269,0.4924469968821193,0.4489703287613188,0.5383594311621835,0.5059526414250649,0.4809149266560716,0.5487316855455926,0.4815218014498187
LTE,0.5642682270116662,0.4480566347076647,0.6142624314030187,0.5262989636535292,0.5689489432216598,0.4427830798210596,0.5174174051382733,0.4997241108360267,0.4938330348511236,0.5042444896178054,0.4607469290654709,0.5564015835119929,0.452462882165123,0.482868829521722,0.5049652279519243,0.4774938006088442,0.5299473113021927,0.5172774111486023,0.5543943371486114,0.5171398310261068,0.4013949595528204,0.4926408050561855,0.5012350203521119,0.4887309375604549,0.3937413915867186,0.5127555673815549,0.5131526304777676,0.4769873311630316,0.4434779469805698,0.4639223701662723
LTE,0.5233943492370566,0.5267050691483725,0.5553159611304319,0.5036411030513844,0.4306289570298252,0.5953770074362538,0.5635211936999106,0.5136316959845814,0.4761333011807648,0.4568078541548491,0.48882087781298,0.445839201364162,0.5379804441958027,0.5808296447062962,0.51705151797945,0.5540108050416611,0.4413829307701577,0.5229830209498773,0.4923697468339824,0.5554171534931275,0.4476840086450527,0.5628715153751435,0.4186140346128764,0.4637083360438738,0.5347336177230193,0.5370935112187095,0.5668340598834294,0.4850899468085599,0.5782888223172729,0.6415406426153115
LTE,0.4600219157513028,0.5332612365474111,0.4834275107689881,0.4766273572607975,0.4363815724088219,0.5207034216606737,0.4053088322708449,0.4944832357183052,0.5042855817644332,0.5627995696265065,0.4754391266050344,0.5151964027486757,0.5370683064071593,0.4487152799122478,0.4482458213594329,0.442268715231657,0.6076720237519456,0.4714795250578758,0.6207240109191996,0.4169205234342222,0.4875531365314956,0.4537074989574908,0.5397630785558409,0.512473845747584,0.4985053410871219,0.4454173565126633,0.4780900479718979,0.4995487004438076,0.5059378434982114,0.4842112531132148
LTE,0.5426532478103329,0.496773373596243,0.5986374596204278,0.5142409692170328,0.4768260051533767,0.5582938811302997,0.5087286486658864,0.5276283553992539,0.5156785427326493,0.427941424492787,0.5241260042157164,0.4683718340640768,0.5579596084223287,0.5217126776181503,0.5509949745889045,0.4678368963336534,0.4269030454565684,0.5468765375090376,0.4876257863538577,0.508758819839732,0.5550570336537005,0.4416114714146601,0.5696123612877042,0.4943345452408424,0.5015399745421154,0.6140472470681122,0.5334318976084645,0.5322018413312146,0.5323164515294803,0.5030980973662087
LTE,0.4524527961470589,0.4664824690087817,0.4557124789866165,0.475887625210143,0.4254579454106509,0.5192592324210105,0.6044237757250364,0.4597284241203242,0.5335921634816465,0.4466871847881378,0.5136477210497735,0.5722244489527948,0.4870835312869562,0.4772719735286076,0.5395924264402067,0.4799986099180635,0.5733315699607124,0.5163965009294811,0.4362537358198896,0.5144946988674842,0.5853635535341116,0.4553288537264112,0.5212905137624744,0.4855594545721342,0.4937191104207465,0.5781372701135642,0.52506980549618,0.5471139429624009,0.5675332408340047,0.5321730018540782
LTE,0.4771161217785317,0.51830347603578,0.5097852486476414,0.5653994803755669,0.5464107242427688,0.497703214861279,0.5457667754889585,0.421526981061821,0.5542105350355924,0.5163821568225951,0.5306795665017956,0.5464625631732798,0.4514033015325597,0.5086734832692358,0.4483237281829071,0.5088739589016276,0.4699625896550587,0.3956329915282771,0.5484983485677696,0.4562840420159163,0.5536263573287025,0.522521420377052,0.4695132878980682,0.4560195419103043,0.4020286025766756,0.4629157036482965,0.4630384030919175,0.544378458766735,0.4804347269600539,0.4868100137832961
LTE,0.4680563454722549,0.5106816721498803,0.4644508320788236,0.4508562622564939,0.4709997420744168,0.5117389200847524,0.4639086192613263,0.536026013789013,0.5894623049283371,0.4548238473776218,0.4834296629712306,0.3687176278040336,0.4821230409531767,0.5262584777146055,0.5701575532715739,0.5095378982500556,0.4661898857102478,0.537820203711359,0.4153127827648704,0.4405773370854454,0.5249709964593829,0.4206848371795994,0.5614582176097986,0.6430255541983947,0.4535136109813295,0.4626918829762623,0.5191216259408935,0.5051663532337897,0.4555628078670744,0.4769117829446308
LTE,0.5510158526725276,0.539833213385541,0.4936225865044973,0.4439892884070373,0.4875801584257562,0.4374007339008744,0.5067612914654328,0.4860433005148976,0.484418479908175,0.5221756713162753,0.4782052670662634,0.5059725110469496,0.5457716034641227,0.5332347533565615,0.4726916300566963,0.5732958156341378,0.4554227845269448,0.5128305641279707,0.5453171142061182,0.5555805095578369,0.3725314741597816,0.4726775781509615,0.6110702579329305,0.4738760909962191,0.5145921944779889,0.5388117212605923,0.4009723077151544,0.5540680942802784,0.5683922227601879,0.4134891975335627
LTE,0.3746837362215856,0.5460845416536136,0.447502600501704,0.4716952989328131,0.5085779008859566,0.3945513760340605,0.5150634120618476,0.5163271748911368,0.5621288636470502,0.5681721750396347,0.4730794380039126,0.4567861609910477,0.5941023944176165,0.5319232864784974,0.5319519695852675,0.4940285961744673,0.5226667540955644,0.5896180567852033,0.490303868794516,0.4465051011886256,0.4712741535930266,0.5311879554878886,0.5007823255891991,0.5198871082534084,0.5394982393170759,0.4665688666997122,0.5132061182709913,0.5134589892438721,0.5139108901107463,0.4594347554519176
LTE,0.5291549420609448,0.4425191213856554,0.4162238851405457,0.60221274079453,0.4006308498232451,0.5449279823415634,0.5389259507643123,0.5500966081995962,0.4116080062714938,0.4637581459838334,0.5203683359327319,0.3303417390475396,0.49789795985477,0.4703529884964753,0.4807598361322848,0.3906799284699042,0.4414391403884876,0.5240366306691333,0.4155903296058862,0.4735155662818793,0.4474524484387006,0.4470657329941421,0.4625030001779235,0.5571717594156734,0.4627892739451854,0.4363539849278397,0.5380775077822196,0.5369392858714915,0.472378001369097,0.5313845439792942
LTE,0.485600639127449,0.4801383136356413,0.4629231243290093,0.4782472184509989,0.450562880686853,0.5448456398627644,0.5661225498742333,0.5564122168612358,0.5875200875838809,0.3559339923154969,0.51688189293922,0.5198179785705355,0.5548954308640798,0.4521847136661787,0.5095041237510335,0.4430380031902148,0.3388584841700797,0.5448340782286639,0.5106872267260172,0.3712767423086305,0.4941269295767079,0.4331364364784681,0.4923242103748801,0.510035737302914,0.4507132038265186,0.5136010990556626,0.376857290636323,0.478151962319669,0.4600805532092364,0.5772361178236024
LTE,0.489840627179832,0.4896086352216338,0.5223033211240274,0.5419814935218339,0.5848541322284468,0.5605416165150754,0.4682348895569906,0.5332723243485857,0.4643070241822866,0.5137623519075292,0.5203753149191178,0.572502849534705,0.5601779288277607,0.418423311654043,0.514581747473206,0.5364786158296283,0.4608422858617682,0.5434660233945381,0.5348388834296319,0.5314613550292737,0.5203145525907488,0.5125163000648988,0.555972696146611,0.4780161331668793,0.4967818357193011,0.5085202847262311,0.5444396070319752,0.4380072529066429,0.4074396107466695,0.5262501594235075
